project,filePath,methodName,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/bendable/BendableScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/bendablebigdecimal/BendableBigDecimalScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/bendablelong/BendableLongScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardmediumsoft/HardMediumSoftScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardmediumsoftbigdecimal/HardMediumSoftBigDecimalScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardmediumsoftlong/HardMediumSoftLongScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardsoft/HardSoftScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardsoftbigdecimal/HardSoftBigDecimalScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardsoftlong/HardSoftLongScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/simple/SimpleScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/simplebigdecimal/SimpleBigDecimalScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
optaplanner,/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/simplelong/SimpleLongScoreHibernateTypeTest.java,persistAndMerge,0,0,0,0
nodes,/nodes/src/test/java/com/twitter/nodes/IfSuccessfulNodeTest.java,testSuccess,31,23,140.2304206377674,4.321627262824397
nodes,/nodes/src/test/java/com/twitter/nodes/IfSuccessfulNodeTest.java,testNull,30,22,133.78294855911892,4.253235913127292
nodes,/nodes/src/test/java/com/twitter/nodes/IfSuccessfulNodeTest.java,testFailure,51,29,247.75703075150622,4.58564255833972
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testSumNodeSimple,188,45,1032.4683821099788,4.589360216530849
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testSumNodeSimpleFailure,104,38,545.7844613981329,4.617124047230933
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testSumNodeSimpleWithPrewrapping,124,44,676.9695207110249,4.687059775832008
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testMissingDependency,123,45,675.49793084855,4.563304235772813
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testSumNodeWithOptional,196,48,1094.6526501413468,4.579529926946662
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testSumNodeWithOptionalMissing,176,46,972.1469042660343,4.553576018888489
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testOptional,52,29,252.6150117466338,4.504654920691398
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testDecider,309,46,1706.7806444216171,4.814416534252307
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testMap,331,69,2021.9215951935744,4.989410857642892
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap,72,35,369.3083772200376,4.812305474194333
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap2,68,33,343.01880011637485,4.660129752633257
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap3,84,36,434.2737001211542,4.725076918347999
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap4,100,39,528.5402218862249,4.773898158106969
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap5,116,42,625.5088210423362,4.814596052042875
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap6,132,45,724.924608715517,4.850270910747163
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap7,148,48,826.5744501067312,4.882421480817626
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testFlatMap8,164,51,930.2777560833254,4.911889588075177
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testWhen,46,25,213.6173847296373,4.238357271736061
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testUnless,46,25,213.6173847296373,4.238357271736061
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testWhenUnless,94,26,441.8413335052627,3.9190679184103177
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testOrElse,98,29,476.08213752250214,4.273325240649573
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testValueNode,99,36,511.8225751427889,4.618176292825614
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testNodeMapCollect,114,36,589.3714501644235,4.677488639032289
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testNodeListCollect,193,48,1077.8977626391834,4.854223981335951
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testWaitOn,170,47,944.2801047851984,4.786713052474728
nodes,/nodes/src/test/java/com/twitter/nodes/NodeTest.java,testMapMultiple,159,43,862.7760959976335,4.858311357464197
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateNodeTest.java,testPredicate,41,27,194.95038758870223,4.549761383184822
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateNodeTest.java,testNullInput,73,40,388.50075092677747,4.881605985094162
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateNodeTest.java,testPredicateException,86,43,466.6587689043804,4.888049338385607
nodes,/nodes/src/test/java/com/twitter/nodes/TransformNodeTest.java,testTransformNode,60,30,294.41343573651113,4.566830129043384
nodes,/nodes/src/test/java/com/twitter/nodes/TransformNodeTest.java,testTransformNodeNull,54,29,262.33097373688895,4.579258919656729
nodes,/nodes/src/test/java/com/twitter/nodes/TransformNodeTest.java,testTransformNodeException,97,43,526.3476812061035,4.871172218382468
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testLeftTrueNode,51,25,236.83666567851094,4.355537901604238
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testRightTrueNode,51,25,236.83666567851094,4.355537901604238
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testLeftAndRightTrueNode,51,24,233.833087536779,4.316322215329729
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testLeftAndRightFalseNode,51,24,233.833087536779,4.316322215329729
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testMultiNode,63,26,296.12770224288886,4.395299718376931
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testEagerEvaluate,156,39,824.5227461425108,4.817314975334751
nodes,/nodes/src/test/java/com/twitter/nodes/OrNodeTest.java,testLazyEvaluate,156,39,824.5227461425108,4.820457443255734
nodes,/nodes/src/test/java/com/twitter/nodes/AbstractDeciderNodeTest.java,testNodeTrue,23,17,94.01164534875782,3.9148663038831004
nodes,/nodes/src/test/java/com/twitter/nodes/AbstractDeciderNodeTest.java,testNodeFalse,23,17,94.01164534875782,3.9148663038831004
nodes,/nodes/src/test/java/com/twitter/nodes/SubgraphTest.java,testSimple,28,19,118.94197037642039,4.039148671903071
nodes,/nodes/src/test/java/com/twitter/nodes/SubgraphTest.java,testNoPublicField,19,17,77.66179398375645,3.9976702764876157
nodes,/nodes/src/test/java/com/twitter/nodes/EqualsNodeTest.java,testEvaluateEquals,59,27,280.5383626276447,4.4268749915325065
nodes,/nodes/src/test/java/com/twitter/nodes/EqualsNodeTest.java,testEvaluateNotEquals,66,28,317.28542485580186,4.430704824449092
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateSwitchNodeTest.java,testTrueSwitch,34,25,157.89111045234063,4.429682606644449
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateSwitchNodeTest.java,testFalseSwitch,34,25,157.89111045234063,4.429682606644449
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateSwitchNodeTest.java,testOneWaySwitch,33,24,151.30376252379818,4.366681150370567
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateSwitchNodeTest.java,testNullPredicate,70,37,364.6617355940265,4.754213825680237
nodes,/nodes/src/test/java/com/twitter/nodes/PredicateSwitchNodeTest.java,testPredicateException,95,42,512.2701551639823,4.952331893354652
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testLeftTrueNode,51,25,236.83666567851094,4.355537901604238
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testRightTrueNode,51,25,236.83666567851094,4.355537901604238
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testLeftAndRightTrueNode,51,24,233.833087536779,4.316322215329729
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testLeftAndRightFalseNode,51,24,233.833087536779,4.316322215329729
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testMultiNode,63,26,296.12770224288886,4.395299718376931
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testEagerEvaluate,156,39,824.5227461425108,4.817314975334753
nodes,/nodes/src/test/java/com/twitter/nodes/AndNodeTest.java,testLazyEvaluate,156,39,824.5227461425108,4.820457443255734
ambrose,/common/src/test/java/com/twitter/ambrose/model/JobTest.java,testRoundTrip,31,18,129.26767504471167,3.9779168746936358
ambrose,/common/src/test/java/com/twitter/ambrose/model/JobTest.java,testRoundTrip,56,32,280.0,4.6612690387114615
ambrose,/common/src/test/java/com/twitter/ambrose/model/JobTest.java,testPolymorphism,102,30,500.5028407520689,4.165405313083577
ambrose,/common/src/test/java/com/twitter/ambrose/model/DAGNodeTest.java,testRoundTrip,63,24,288.8526375454329,4.019767026159407
ambrose,/common/src/test/java/com/twitter/ambrose/model/DAGNodeTest.java,testRoundTrip,71,29,344.91665065405766,4.4168518738757045
ambrose,/common/src/test/java/com/twitter/ambrose/model/EventTest.java,testRoundTrip,87,28,418.23987821901153,4.046982819102292
ambrose,/common/src/test/java/com/twitter/ambrose/model/EventTest.java,testRoundTrip,76,37,395.9184557878002,4.811080678232561
ambrose,/common/src/test/java/com/twitter/ambrose/model/EventTest.java,testFromJson,94,50,530.5224818388241,4.914484526258946
ambrose,/common/src/test/java/com/twitter/ambrose/service/impl/InMemoryStatsServiceTest.java,testGetAllEvents,79,38,414.58627356204323,4.800059387171138
ambrose,/common/src/test/java/com/twitter/ambrose/service/impl/InMemoryStatsServiceTest.java,testGetEventsSince,122,46,673.8745586389556,4.955236083124328
ambrose,/common/src/test/java/com/twitter/ambrose/service/impl/InMemoryStatsServiceTest.java,testGetEventsMax,83,37,432.38462934720286,4.738555270915268
ambrose,/common/src/test/java/com/twitter/ambrose/service/impl/hraven/HRavenStatsWriteServiceTest.java,testInitHBaseConfiguration,231,43,1253.4671583361846,4.598275633822637
ambrose,/common/src/test/java/com/twitter/ambrose/util/JSONUtilTest.java,test,60,29,291.47885970765435,4.473336121136104
ambrose,/common/src/test/java/com/twitter/ambrose/util/JSONUtilTest.java,test,24,18,100.07820003461549,3.9701755214643457
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doSomeBasicMethodTest,200,43,1085.2529509404196,4.541277738911412
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doEncodedRequest,53,31,262.5724044505044,4.51270588934496
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doNonRouterRequest,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doExceptionRequest,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doDeletedRoute,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doUriSelection1,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doStreamOfData,65,34,330.6850846812721,4.635368152745055
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,illegalMethod1,24,19,101.95026032264605,4.053508854797679
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,illegalMethod2,24,19,101.95026032264605,4.053508854797679
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,illegalMethod3,24,19,101.95026032264605,4.053508854797679
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,illegalMethod4,24,19,101.95026032264605,4.053508854797679
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,checkIniParameter1,47,25,218.26124091941205,4.3223304057011775
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,checkIniParameter2,49,24,224.66316253533668,4.234067304229429
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doGeneralParams,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doIndexHandler,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doMissingHandler,65,34,330.6850846812721,4.6353681527450545
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,uriToString,26,21,114.20025299224778,4.209867121904035
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,doOtherMethod,65,34,330.6850846812721,4.635368152745054
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,normalize,52,22,231.89044416913947,3.9449740928498556
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,staticFiles,299,51,1696.0551772494773,4.4355262732261656
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testGeneralHandlerGetStatus,24,18,100.07820003461549,3.9182958340544904
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testStaticPageHandlerGetStatus,24,18,100.07820003461549,3.9182958340544904
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testError404UriHandlerGetStatus,24,18,100.07820003461549,3.9182958340544904
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testError404UriHandlerGetMimeType,22,17,89.92418250750748,3.8796640049025926
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testNotImplementedHandlerGetStatus,24,18,100.07820003461549,3.9182958340544904
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testIndexHandlerGetStatus,24,18,100.07820003461549,3.9182958340544904
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testIndexHandlerGetMimeType,22,17,89.92418250750748,3.8796640049025926
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testNotImplementedHandlerGetMimeType,22,17,89.92418250750748,3.8796640049025926
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testBaseRoutePrioritizerAddNullRoute,35,21,153.73110979725664,4.071581588126284
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testInsertionOrderRoutePrioritizer,219,61,1298.8314769262722,5.123624905560991
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testProvidedPriorityRoutePrioritizerNullUri,48,21,210.83123629338053,3.956195636817322
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testProvidedPriorityRoutePrioritizerNullHandler,48,23,217.13097389073664,4.039528970150656
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testProvidedPriorityRoutePrioritizer,219,63,1309.0243032464818,5.145336720639364
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testUriResourceComparator,96,28,461.50607251752996,4.228003002212033
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testUriResourceMatch,42,25,195.04195997053841,4.32971764937184
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testRoutePrioritizerRemoveRouteNoRouteMatches,43,25,199.68581616031315,4.189956395196745
nanohttpd,/nanolets/src/test/java/org/nanohttpd/junit/router/TestNanolets.java,testHandlerSetters,108,38,566.7761714519072,4.58136162532022
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RandomMultiGraphNeighborsTest.java,testRandomMultiGraphNeighborsWithGraph,239,71,1469.789561561619,5.3515364091467195
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RandomMultiGraphNeighborsTest.java,testRandomMultiGraphNeighborsWithLargeGraph,265,86,1702.9601599960558,5.537623303817138
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/MultiThreadedPageRankTest.java,testLesMisGraph,711,115,4867.143426221451,5.2476922383665725
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/MultiThreadedPageRankTest.java,testRun,45,23,203.5602880225656,4.249272052754262
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/MultiThreadedPageRankTest.java,testFailsToCreateThrowsUnsupportedOperationException,68,37,354.2428288627686,4.794403270868906
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/TweetIDMaskTest.java,testPlayer,16,14,60.91767875292166,3.702819531114783
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/TweetIDMaskTest.java,testTweet,16,13,59.207035490257475,3.577819531114783
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/TweetIDMaskTest.java,testPromotion,18,15,70.32403072095333,3.725480556997868
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/TweetIDMaskTest.java,testSummary,20,15,78.13781191217038,3.6414460711655217
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/TweetIDMaskTest.java,testPhoto,20,14,76.14709844115208,3.5414460711655216
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RecommendationStatsTest.java,testReset,60,26,282.02638308846554,4.275000545637935
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RecommendationStatsTest.java,testCreateTaking6Arguments,103,28,495.15755697193316,3.9996888023437784
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RecommendationStatsTest.java,testEqualsWithNull,22,16,88.0,3.8230679822736597
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RecommendationStatsTest.java,testEqualsReturningFalse,29,17,118.53642239625987,3.879893823520666
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RecommendationStatsTest.java,testEqualsWitSameObject,22,15,85.95159310338741,3.6978458230844113
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/RecommendationStatsTest.java,testUpdateVisitStatsPerRightNode,43,20,185.8429080801566,3.929415266874184
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/PageRankTest.java,testLesMisGraph,706,114,4824.020350000308,5.248268547970201
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/PageRankTest.java,testRunReturningPositive,90,36,465.2932501298081,4.582457958661541
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/PageRankTest.java,testFailsToCreateThrowsUnsupportedOperationException,69,35,353.92052816920267,4.687830018284728
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForMomentTest.java,testTopSecondDegreeByCountForMomentWithSmallGraph1,273,55,1578.3112017922322,4.9980522242925725
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForMomentTest.java,testTopSecondDegreeByCountForMomentWithSmallGraph2,138,51,782.7946971920665,5.135912395406415
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForMomentTest.java,testTopSecondDegreeByCountForMomentWithSmallGraph3,147,51,833.84652526981,5.118154227596577
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForTweetTest.java,testTopSecondDegreeByCountWithSmallGraph,546,109,3695.4286413282016,5.608765082379051
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForTweetTest.java,testTopSecondDegreeByCountWithSocialProofTypeUnionsWithSmallGraph,489,107,3296.5773563501607,5.6196453395765
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForTweetTest.java,testTopSecondDegreeByCountWithSmallGraphWithEdgeRemoval,776,108,5241.792701678852,5.480595132266699
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForTweetTest.java,testTopSecondDegreeMetadataByCountWithSmallGraphWithEdgeRemoval,717,113,4890.06831605169,5.555400266204885
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForTweetTest.java,testTopSecondDegreeByCountWithRandomGraph,611,124,4249.013945646381,5.706822991234001
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForUserTest.java,testTopSecondDegreeByCountForUsersWithSmallGraph1,273,54,1571.084288090627,4.986165365326139
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForUserTest.java,testTopSecondDegreeByCountForUsersWithSmallGraph2,138,50,778.852154188912,5.121419641783228
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForUserTest.java,testTopSecondDegreeByCountForUsersWithSmallGraph3,147,50,829.6468598968845,5.104548785419706
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/counting/TopSecondDegreeByCountForUserTest.java,testTopSecondDegreeByCountForUsersWithSmallGraph4,162,50,914.3047027435053,5.055922786119738
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/ExactUserSocialProofSizeFilterTest.java,testNoSocialProof,86,33,433.817894264827,4.626684728127969
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/ExactUserSocialProofSizeFilterTest.java,testSomeSocialProofs,215,38,1128.3044153903709,4.636147227032384
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/ANDFilterTest.java,testNoFilter,40,26,188.0175887256437,4.446439344671015
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/ANDFilterTest.java,testWithFilters,111,34,564.7083753787878,4.507869530709949
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/SocialProofTypesFilterTest.java,testAllSocialProofFilter,116,44,633.2940677619265,4.797238866288405
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/SocialProofTypesFilterTest.java,testFavoriteSocialProofFilter,129,44,704.2666788042113,4.818976389409701
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/TweetAuthorFilterTest.java,testEmptyWhitelist,86,31,426.0608826932713,4.441832018131194
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/TweetAuthorFilterTest.java,testWhitelistOnlyTwoAuthors,98,35,502.6697356606067,4.54948082133309
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/TweetAuthorFilterTest.java,testBlacklistOnlyTwoAuthors,98,35,502.6697356606067,4.5494808213330895
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/TweetAuthorFilterTest.java,testBlacklistWhitelistNoOverlap,110,37,573.0398702191845,4.563238915478239
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/TweetAuthorFilterTest.java,testBlacklistWhitelistFullOverlap,122,35,625.7725280672859,4.473203082175512
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/TweetAuthorFilterTest.java,testBlacklistWhitelistPartialOverlap,122,37,635.5533106067319,4.516195807567616
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/RecentEdgeMetadataFilterTest.java,testOneEdgeOldEnough,80,40,425.754247590989,4.94623918928347
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/RecentEdgeMetadataFilterTest.java,testOneEdgeTooRecent,80,40,425.754247590989,4.946239189283471
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/filter/RecentEdgeMetadataFilterTest.java,testTwoEdgeTooRecent,97,43,526.3476812061035,5.018496899366522
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/ScaledUpdateNormalizationTest.java,testComputeLeftNeighborContribution,24,18,100.07820003461549,4.001629167387823
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/ScaledUpdateNormalizationTest.java,testComputeScoreNormalization,21,18,87.56842503028855,4.011365041826378
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/IntersectionSimilarityTest.java,testIntersectionSimilarity,270,80,1706.9205856195877,5.513621869152363
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/InverseDegreeUpdateNormalizationTest.java,testComputeScoreNormalization,26,20,112.37013046707143,4.161978179679553
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/InverseDegreeUpdateNormalizationTest.java,testComputeLeftNeighborContribution,24,18,100.07820003461549,4.001629167387823
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/OverlapUpdateNormalizationTest.java,testComputeScoreNormalization,35,18,145.94737505048093,3.85416328885666
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/intersection/OverlapUpdateNormalizationTest.java,testComputeLeftNeighborContribution,31,17,126.71134807876054,3.8001821971347023
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/salsa/SalsaTest.java,testSalsa,23,15,89.85848369899593,3.6709688919510652
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/salsa/SalsaTest.java,testSalsaWithRandomGraph,602,155,4380.226891975091,5.93078611278727
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/salsa/SalsaTest.java,testSalsaWithLargeGraph,467,134,3299.8636519437796,5.78647735683661
GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/algorithms/salsa/SalsaNodeVisitorTest.java,testSimpleNodeVisitor,112,35,574.4796978978362,4.580797424285035
